Claim_ID,Return_Description,Text_Length,Urgency_Level,Customer_Type,Previous_Return_Count,Claim_Amount,Payment_Method,Image_Provided,Fraud_Label
356,Product not as described,35,Medium,VIP,8,1498.68,Debit Card,Yes,Fraud
357,Wrong product received,91,Low,New,0,1662.44,Debit Card,Yes,Legitimate
358,Color mismatch,210,High,New,9,1176.38,Credit Card,Yes,Legitimate
359,Changed my mind,247,Low,New,5,253.83,Net Banking,Yes,Legitimate
360,Package was empty,241,High,VIP,7,68.67,Net Banking,Yes,Fraud
361,Changed my mind,115,Medium,Frequent,7,1768.01,Credit Card,Yes,Fraud
362,Missing parts,230,High,VIP,0,184.57,Net Banking,Yes,Fraud
363,Changed my mind,289,Low,New,6,1566.01,UPI,No,Fraud
364,Defective after one use,277,Medium,VIP,4,367.83,UPI,Yes,Legitimate
365,Size does not fit,49,Medium,Frequent,9,1999.22,Debit Card,Yes,Legitimate
366,Changed my mind,156,High,New,3,1155.63,Net Banking,No,Legitimate
367,Product not as described,141,High,Frequent,5,1828.82,Credit Card,No,Legitimate
368,Package was empty,116,Medium,Frequent,2,985.97,Credit Card,Yes,Legitimate
369,Package was empty,132,Low,VIP,0,670.15,Cash on Delivery,Yes,Legitimate
370,Defective after one use,110,Medium,New,0,303.95,Debit Card,Yes,Fraud
371,Wrong product received,211,High,VIP,9,211.05,UPI,No,Legitimate
372,Product not as described,243,High,VIP,10,641.39,Cash on Delivery,No,Legitimate
373,Package was empty,109,Medium,Frequent,4,263.42,Credit Card,No,Legitimate
374,Product not as described,182,High,Returning,10,1135.44,Net Banking,Yes,Fraud
375,Wrong product received,141,Medium,Frequent,2,1276.01,Credit Card,No,Fraud
376,Item arrived damaged,155,Low,Returning,1,707.46,Credit Card,Yes,Legitimate
377,Color mismatch,244,High,VIP,2,1770.26,Net Banking,No,Fraud
378,Fake product received,212,Low,VIP,9,1305.43,Debit Card,Yes,Fraud
379,Wrong product received,37,Medium,New,5,529.64,Credit Card,Yes,Fraud
380,Product not as described,212,Low,New,8,1884.25,Credit Card,No,Fraud
381,Item arrived damaged,240,High,Returning,9,1780.61,Debit Card,Yes,Legitimate
382,Defective after one use,125,Low,VIP,8,1446.86,Cash on Delivery,No,Fraud
383,Size does not fit,141,Low,New,6,1147.82,Net Banking,Yes,Legitimate
384,Defective after one use,21,Medium,New,4,1649.56,Cash on Delivery,No,Legitimate
385,Wrong product received,33,Low,Returning,10,590.7,Credit Card,No,Legitimate
386,Size does not fit,223,Medium,VIP,10,537.36,Cash on Delivery,No,Legitimate
387,Defective after one use,215,Medium,Returning,7,98.79,Net Banking,No,Fraud
388,Changed my mind,157,High,New,2,1506.95,Credit Card,Yes,Fraud
389,Fake product received,231,High,Returning,8,131.36,Net Banking,No,Fraud
390,Package was empty,140,Medium,Frequent,1,795.66,Credit Card,Yes,Legitimate
391,Missing parts,108,Low,Returning,3,261.11,Net Banking,Yes,Fraud
392,Changed my mind,95,High,Frequent,5,1822.5,Credit Card,Yes,Fraud
393,Fake product received,223,High,Frequent,4,1044.18,Credit Card,No,Legitimate
394,Color mismatch,96,Low,New,1,1129.74,Credit Card,No,Fraud
395,Color mismatch,155,Medium,VIP,9,1221.83,Credit Card,Yes,Fraud
396,Color mismatch,93,High,VIP,0,797.63,UPI,Yes,Legitimate
397,Missing parts,157,Medium,New,5,1636.6,UPI,No,Fraud
398,Missing parts,70,Low,Returning,4,1948.7,Net Banking,No,Fraud
399,Color mismatch,65,Low,VIP,3,1827.73,Net Banking,No,Fraud
400,Item arrived damaged,283,Low,New,4,1422.04,Net Banking,Yes,Legitimate
401,Product not as described,118,Low,New,3,75.81,Credit Card,No,Legitimate
402,Size does not fit,208,Medium,VIP,10,1846.92,Credit Card,Yes,Fraud
403,Missing parts,248,Low,VIP,9,1107.15,UPI,Yes,Fraud
404,Wrong product received,165,Low,VIP,0,334.19,Cash on Delivery,Yes,Legitimate
405,Changed my mind,125,Medium,VIP,8,49.9,Credit Card,No,Legitimate
406,Product not as described,24,Low,Frequent,9,1612.12,UPI,No,Fraud
407,Color mismatch,198,Medium,Frequent,3,938.73,Cash on Delivery,No,Legitimate
408,Item arrived damaged,281,High,Frequent,8,1298.21,Cash on Delivery,No,Fraud
409,Wrong product received,266,Low,Frequent,4,1284.78,UPI,No,Fraud
410,Changed my mind,96,High,Returning,0,1612.81,Cash on Delivery,No,Fraud
411,Product not as described,33,High,VIP,4,526.26,Net Banking,No,Fraud
412,Item arrived damaged,117,Medium,Returning,10,1073.92,Net Banking,No,Fraud
413,Product not as described,112,Medium,New,7,264.61,UPI,Yes,Fraud
414,Wrong product received,133,Medium,Returning,4,846.74,UPI,No,Fraud
415,Package was empty,170,Medium,New,7,116.82,Cash on Delivery,Yes,Fraud
416,Changed my mind,276,Low,VIP,8,603.73,Credit Card,Yes,Legitimate
417,Changed my mind,195,Medium,VIP,2,639.6,Debit Card,Yes,Fraud
418,Defective after one use,110,Medium,New,0,909.59,Debit Card,Yes,Legitimate
419,Missing parts,65,Low,VIP,10,864.53,Net Banking,No,Fraud
420,Item arrived damaged,39,High,Returning,5,1900.64,UPI,Yes,Legitimate
421,Item arrived damaged,147,Low,Frequent,4,266.57,Net Banking,No,Legitimate
422,Wrong product received,43,Medium,Frequent,7,1458.39,Cash on Delivery,No,Fraud
423,Product not as described,195,Medium,Frequent,3,338.12,Net Banking,Yes,Legitimate
424,Changed my mind,87,Low,New,9,1014.22,Credit Card,No,Legitimate
425,Color mismatch,150,High,New,9,1989.41,Credit Card,Yes,Legitimate
426,Wrong product received,233,Medium,VIP,1,1099.09,Net Banking,Yes,Legitimate
427,Item arrived damaged,174,Medium,New,10,1045.42,Cash on Delivery,Yes,Fraud
428,Wrong product received,281,High,New,4,236.88,Credit Card,No,Legitimate
429,Package was empty,122,Medium,Returning,5,1409.84,UPI,Yes,Legitimate
430,Fake product received,274,Low,VIP,5,476.67,Credit Card,Yes,Legitimate
431,Package was empty,272,Low,New,8,159.35,Credit Card,No,Legitimate
432,Missing parts,171,Medium,VIP,0,208.62,Debit Card,Yes,Fraud
433,Defective after one use,180,Medium,New,1,1703.98,Credit Card,Yes,Legitimate
434,Product not as described,188,Medium,VIP,9,543.94,Credit Card,No,Fraud
435,Product not as described,78,Medium,VIP,7,550.95,Net Banking,No,Fraud
436,Product not as described,77,Low,New,2,216.39,Cash on Delivery,No,Fraud
437,Product not as described,214,Medium,New,10,1761.1,Debit Card,No,Fraud
438,Wrong product received,230,Medium,New,1,530.61,UPI,Yes,Legitimate
439,Defective after one use,285,High,New,6,1326.81,Debit Card,No,Fraud
440,Color mismatch,96,High,New,0,1290.36,Debit Card,No,Fraud
441,Product not as described,58,Medium,Frequent,3,668.48,UPI,Yes,Legitimate
442,Fake product received,213,Medium,Returning,1,923.6,Cash on Delivery,No,Legitimate
443,Missing parts,248,Medium,New,7,1493.03,Credit Card,Yes,Fraud
444,Color mismatch,38,High,New,1,1585.65,Cash on Delivery,No,Legitimate
445,Missing parts,194,Medium,New,3,1690.19,UPI,No,Fraud
446,Missing parts,78,Low,Returning,0,689.3,UPI,No,Legitimate
447,Item arrived damaged,104,Medium,Returning,6,222.85,Cash on Delivery,Yes,Legitimate
448,Wrong product received,221,Low,VIP,3,1436.41,Credit Card,No,Legitimate
449,Package was empty,83,Medium,VIP,10,1182.74,Cash on Delivery,Yes,Fraud
450,Item arrived damaged,291,High,New,8,1871.26,Cash on Delivery,No,Legitimate
451,Package was empty,108,High,Returning,1,780.94,Cash on Delivery,No,Fraud
452,Color mismatch,147,Medium,VIP,5,1941.28,Net Banking,Yes,Legitimate
453,Color mismatch,282,Medium,Frequent,8,1268.84,Debit Card,Yes,Fraud
454,Defective after one use,87,High,Returning,8,1089.56,UPI,Yes,Fraud
455,Fake product received,265,High,VIP,10,1498.26,Cash on Delivery,No,Fraud
456,Item arrived damaged,287,Low,New,6,299.2,Credit Card,Yes,Fraud
457,Product not as described,166,High,Frequent,2,1680.37,UPI,Yes,Legitimate
458,Defective after one use,251,Low,Returning,10,1126.93,Debit Card,No,Legitimate
459,Color mismatch,218,Medium,Frequent,8,117.07,UPI,Yes,Fraud
460,Changed my mind,208,High,Returning,3,595.41,Debit Card,Yes,Legitimate
461,Product not as described,283,Low,VIP,0,862.73,Cash on Delivery,No,Legitimate
462,Product not as described,150,Low,Frequent,7,1422.28,Debit Card,Yes,Legitimate
463,Defective after one use,46,High,Frequent,7,1581.92,Cash on Delivery,No,Legitimate
464,Defective after one use,289,Low,Returning,8,145.67,Cash on Delivery,Yes,Fraud
465,Fake product received,294,Medium,New,5,450.18,Debit Card,No,Fraud
466,Defective after one use,170,Low,VIP,8,1649.14,Credit Card,Yes,Fraud
467,Missing parts,143,High,Returning,0,1368.28,UPI,No,Legitimate
468,Color mismatch,151,High,Frequent,0,1823.56,UPI,No,Fraud
469,Item arrived damaged,171,High,Returning,5,1032.65,Credit Card,Yes,Legitimate
470,Wrong product received,127,High,Returning,10,854.18,Credit Card,Yes,Fraud
471,Wrong product received,98,Low,VIP,5,85.39,Credit Card,Yes,Legitimate
472,Size does not fit,56,High,Returning,4,821.19,Net Banking,No,Fraud
473,Defective after one use,28,Medium,New,8,21.74,Cash on Delivery,Yes,Legitimate
474,Wrong product received,203,High,New,4,1575.91,UPI,Yes,Fraud
475,Missing parts,215,Medium,New,7,321.08,Debit Card,Yes,Fraud
476,Fake product received,171,High,Returning,4,1357.81,UPI,Yes,Legitimate
477,Wrong product received,41,Low,VIP,8,1099.58,Credit Card,No,Legitimate
478,Defective after one use,128,Medium,Returning,2,376.15,Cash on Delivery,No,Legitimate
479,Wrong product received,112,High,New,8,927.92,Cash on Delivery,Yes,Fraud
480,Wrong product received,148,Low,Returning,9,979.51,UPI,No,Legitimate
481,Changed my mind,71,Medium,New,3,642.39,Net Banking,No,Fraud
482,Package was empty,98,High,Frequent,5,1917.73,Debit Card,Yes,Fraud
483,Changed my mind,133,High,VIP,4,1681.82,Debit Card,No,Fraud
484,Missing parts,248,Medium,Frequent,7,1107.83,Debit Card,Yes,Fraud
485,Product not as described,295,Low,Frequent,10,162.16,Credit Card,Yes,Legitimate
486,Package was empty,227,High,Returning,0,1107.67,Cash on Delivery,No,Legitimate
487,Defective after one use,220,Low,Frequent,2,934.76,Cash on Delivery,Yes,Fraud
488,Defective after one use,277,Low,Returning,9,1371.48,Cash on Delivery,Yes,Fraud
489,Product not as described,111,High,Returning,7,1878.96,Credit Card,Yes,Fraud
490,Changed my mind,52,Medium,Frequent,3,95.19,Debit Card,No,Fraud
491,Missing parts,252,Low,New,10,654.9,Cash on Delivery,No,Fraud
492,Package was empty,298,High,Returning,6,1310.81,UPI,Yes,Fraud
493,Color mismatch,134,High,VIP,5,1636.3,UPI,No,Fraud
494,Package was empty,23,High,Returning,7,339.56,Credit Card,No,Legitimate
495,Product not as described,115,Low,Frequent,9,1437.43,Credit Card,Yes,Fraud
496,Defective after one use,78,Medium,VIP,7,429.3,Debit Card,No,Legitimate
497,Changed my mind,42,Low,Returning,2,1262.79,Credit Card,Yes,Legitimate
498,Product not as described,152,Low,VIP,9,1938.79,Credit Card,No,Legitimate
499,Changed my mind,249,High,VIP,7,349.43,Net Banking,Yes,Legitimate
500,Package was empty,281,Medium,Returning,10,691.92,Net Banking,Yes,Legitimate
501,Color mismatch,217,Low,New,0,412.67,Cash on Delivery,No,Legitimate
502,Package was empty,69,Low,VIP,9,1203.63,Cash on Delivery,Yes,Legitimate
503,Missing parts,86,High,New,10,1301.97,Cash on Delivery,No,Fraud
504,Item arrived damaged,291,Medium,Returning,7,1581.22,Net Banking,No,Legitimate
505,Color mismatch,88,Medium,VIP,3,1821.07,Credit Card,No,Fraud
506,Size does not fit,116,Low,New,9,1049.86,Cash on Delivery,Yes,Fraud
507,Changed my mind,181,Medium,Frequent,1,318.01,Cash on Delivery,No,Fraud
508,Fake product received,236,High,Frequent,9,558.37,Net Banking,Yes,Fraud
509,Fake product received,267,Low,Frequent,8,1114.27,UPI,No,Fraud
510,Color mismatch,90,High,New,3,898.72,Debit Card,Yes,Legitimate
511,Fake product received,225,Medium,New,2,784.32,Credit Card,Yes,Legitimate
512,Missing parts,242,Low,New,4,451.32,Credit Card,Yes,Fraud
513,Color mismatch,286,Medium,New,2,1284.18,Net Banking,Yes,Legitimate
514,Fake product received,166,Low,New,9,1025.99,Debit Card,Yes,Legitimate
515,Defective after one use,142,High,New,2,182.82,UPI,No,Fraud
516,Color mismatch,227,High,Returning,8,40.58,Credit Card,Yes,Fraud
517,Fake product received,198,Medium,Frequent,3,1216.66,Debit Card,No,Fraud
518,Package was empty,22,Medium,Returning,6,1017.41,Cash on Delivery,Yes,Fraud
519,Defective after one use,79,High,Frequent,8,1628.16,Cash on Delivery,No,Fraud
520,Color mismatch,267,Low,Frequent,7,1366.37,Cash on Delivery,Yes,Fraud
521,Wrong product received,152,Low,VIP,10,1579.43,Debit Card,Yes,Fraud
522,Color mismatch,200,High,New,4,504.03,Credit Card,No,Fraud
523,Wrong product received,111,Medium,Frequent,5,444.95,Cash on Delivery,No,Legitimate
524,Changed my mind,275,High,Returning,3,1473.5,UPI,Yes,Legitimate
525,Changed my mind,147,High,Frequent,2,1560.09,Credit Card,Yes,Fraud
526,Package was empty,23,High,New,7,748.68,UPI,No,Fraud
527,Missing parts,113,High,Frequent,6,451.96,Cash on Delivery,Yes,Legitimate
528,Fake product received,236,Medium,New,8,701.11,Debit Card,No,Legitimate
529,Fake product received,255,Medium,New,0,1351.47,Net Banking,Yes,Fraud
530,Defective after one use,152,Low,Frequent,3,546.12,Cash on Delivery,No,Fraud
531,Product not as described,275,Medium,Returning,6,1404.42,UPI,No,Fraud
532,Size does not fit,250,Low,Returning,9,1375.16,Credit Card,No,Legitimate
533,Fake product received,241,Medium,Returning,2,1602.07,Debit Card,No,Legitimate
534,Product not as described,235,Medium,Returning,10,1038.84,UPI,No,Fraud
535,Size does not fit,44,Medium,New,2,129.47,UPI,No,Legitimate
536,Missing parts,191,Medium,Frequent,5,1125.1,UPI,No,Legitimate
537,Color mismatch,82,Medium,Returning,9,1156.03,Cash on Delivery,Yes,Fraud
538,Defective after one use,186,High,VIP,7,1780.37,Net Banking,No,Fraud
539,Product not as described,105,High,Frequent,6,1266.23,Cash on Delivery,No,Legitimate
540,Wrong product received,102,Medium,Returning,5,640.59,UPI,No,Fraud
541,Size does not fit,247,Medium,VIP,6,342.96,Credit Card,Yes,Legitimate
542,Size does not fit,60,Low,Returning,6,214.99,Credit Card,No,Legitimate
543,Item arrived damaged,223,High,New,1,532.28,Debit Card,Yes,Fraud
544,Size does not fit,137,Low,Frequent,7,1256.7,Debit Card,Yes,Legitimate
545,Item arrived damaged,202,Medium,VIP,7,1950.21,Cash on Delivery,No,Fraud
546,Product not as described,296,Low,VIP,10,1500.33,Cash on Delivery,No,Fraud
547,Defective after one use,266,High,Returning,1,889.3,UPI,No,Fraud
548,Product not as described,175,Low,New,8,1632.61,Debit Card,No,Fraud
549,Missing parts,293,Low,VIP,7,606.22,Net Banking,No,Legitimate
550,Item arrived damaged,300,Medium,Returning,6,1765.5,Net Banking,No,Legitimate
551,Product not as described,219,Medium,Returning,4,167.63,Debit Card,No,Fraud
552,Fake product received,157,Medium,Returning,1,372.99,UPI,Yes,Fraud
553,Package was empty,251,Medium,VIP,3,648.08,Debit Card,Yes,Legitimate
554,Product not as described,72,Medium,Frequent,2,1433.24,Credit Card,Yes,Legitimate
555,Product not as described,27,Medium,Returning,5,846.28,Net Banking,No,Fraud
556,Item arrived damaged,189,Low,Returning,0,540.34,Net Banking,Yes,Fraud
557,Product not as described,118,Medium,VIP,0,252.7,Debit Card,No,Fraud
558,Changed my mind,37,Low,VIP,1,1047.07,Debit Card,No,Fraud
559,Size does not fit,185,Low,New,8,1046.64,UPI,No,Fraud
560,Changed my mind,204,Low,Returning,1,479.57,Net Banking,No,Legitimate
561,Product not as described,161,High,New,6,1580.4,Credit Card,Yes,Fraud
562,Package was empty,99,Medium,New,3,323.82,Credit Card,No,Legitimate
563,Item arrived damaged,202,High,Returning,8,1585.02,Debit Card,No,Legitimate
564,Defective after one use,197,Medium,Returning,0,1381.61,UPI,Yes,Fraud
565,Item arrived damaged,268,High,VIP,8,596.48,Net Banking,Yes,Legitimate
566,Fake product received,198,Medium,VIP,4,1736.65,Cash on Delivery,Yes,Legitimate
567,Fake product received,99,Medium,Frequent,4,1087.8,Net Banking,Yes,Fraud
568,Product not as described,29,High,Frequent,9,485.19,Credit Card,No,Legitimate
569,Fake product received,274,High,Returning,9,573.43,Net Banking,No,Legitimate
570,Wrong product received,287,High,New,0,1672.03,Debit Card,Yes,Legitimate
571,Changed my mind,74,Medium,Returning,1,73.32,Net Banking,No,Fraud
572,Item arrived damaged,207,Low,New,0,1861.12,Debit Card,No,Legitimate
573,Missing parts,51,Medium,VIP,5,1590.56,Credit Card,No,Legitimate
574,Wrong product received,175,Low,Returning,8,203.27,Debit Card,No,Legitimate
575,Changed my mind,289,High,Returning,9,1254.4,Debit Card,No,Legitimate
576,Package was empty,203,High,VIP,10,859.88,Credit Card,Yes,Legitimate
577,Fake product received,225,High,Frequent,10,324.77,Cash on Delivery,No,Fraud
578,Defective after one use,186,Medium,VIP,10,866.87,UPI,Yes,Legitimate
579,Color mismatch,150,Medium,VIP,7,1920.05,Credit Card,Yes,Fraud
580,Package was empty,28,High,Returning,4,23.07,Debit Card,Yes,Fraud
581,Item arrived damaged,161,High,Returning,1,85.1,UPI,Yes,Legitimate
582,Size does not fit,207,High,Returning,3,519.93,UPI,Yes,Fraud
583,Package was empty,131,High,New,5,1587.88,Debit Card,No,Legitimate
584,Package was empty,173,Low,VIP,1,1562.44,UPI,No,Fraud
585,Color mismatch,81,Low,New,10,1557.06,Net Banking,Yes,Fraud
586,Fake product received,41,Medium,Returning,5,1009.78,Debit Card,Yes,Legitimate
587,Color mismatch,248,High,New,3,869.55,Net Banking,Yes,Legitimate
588,Defective after one use,62,Medium,New,8,804.39,Credit Card,No,Fraud
589,Product not as described,89,Medium,Returning,7,796.68,Cash on Delivery,Yes,Legitimate
590,Changed my mind,56,Medium,VIP,5,1372.63,Cash on Delivery,Yes,Legitimate
591,Color mismatch,236,Medium,Frequent,3,648.27,Cash on Delivery,Yes,Fraud
592,Product not as described,199,High,VIP,9,300.18,Credit Card,Yes,Legitimate
593,Defective after one use,99,High,New,1,1481.77,Debit Card,Yes,Fraud
594,Item arrived damaged,195,High,New,4,905.62,Credit Card,No,Legitimate
595,Fake product received,128,Low,Frequent,8,971.22,Debit Card,Yes,Fraud
596,Package was empty,289,Low,Frequent,2,129.62,Debit Card,No,Legitimate
597,Missing parts,24,Low,VIP,10,549.91,UPI,Yes,Legitimate
598,Size does not fit,217,Low,VIP,8,1953.46,Credit Card,No,Fraud
599,Package was empty,292,Low,Returning,3,1006.3,Net Banking,Yes,Legitimate
600,Changed my mind,291,Medium,Frequent,7,792.87,Debit Card,Yes,Fraud
601,Defective after one use,201,High,Frequent,3,1992.03,Cash on Delivery,No,Legitimate
602,Size does not fit,218,Low,Frequent,3,311.9,Net Banking,Yes,Legitimate
603,Color mismatch,286,High,Returning,6,488.32,Debit Card,No,Fraud
604,Package was empty,188,Medium,Returning,3,1308.42,Cash on Delivery,Yes,Legitimate
605,Size does not fit,288,Low,VIP,2,1315.9,Cash on Delivery,Yes,Fraud
606,Wrong product received,292,High,New,2,642.02,Debit Card,Yes,Fraud
607,Color mismatch,230,Medium,VIP,10,1867.17,UPI,Yes,Legitimate
608,Wrong product received,87,Low,New,9,1237.72,Cash on Delivery,Yes,Legitimate
609,Changed my mind,33,Medium,New,7,276.83,Cash on Delivery,No,Fraud
610,Product not as described,218,Medium,VIP,2,335.93,Debit Card,Yes,Fraud
611,Item arrived damaged,158,Medium,Returning,10,1976.6,Debit Card,Yes,Legitimate
612,Missing parts,270,High,Frequent,7,1776.3,Net Banking,No,Legitimate
613,Package was empty,214,High,Frequent,6,1226.89,Cash on Delivery,Yes,Legitimate
614,Missing parts,253,Low,Returning,8,1080.36,Credit Card,No,Legitimate
615,Changed my mind,169,Medium,VIP,4,1549.62,UPI,No,Legitimate
616,Color mismatch,170,High,New,8,1808.31,Net Banking,No,Legitimate
617,Fake product received,77,Low,Returning,6,832.98,Net Banking,Yes,Legitimate
618,Missing parts,123,Medium,New,4,654.91,Debit Card,Yes,Legitimate
619,Wrong product received,250,High,Frequent,1,1052.4,Net Banking,Yes,Fraud
620,Fake product received,214,Low,Returning,5,1135.33,Debit Card,Yes,Legitimate
621,Product not as described,46,Medium,Frequent,4,1463.02,Net Banking,No,Legitimate
622,Wrong product received,87,Low,New,9,1533.14,Credit Card,No,Fraud
623,Missing parts,298,Low,VIP,3,441.58,Net Banking,No,Fraud
624,Missing parts,60,High,New,3,1765.51,UPI,Yes,Legitimate
625,Product not as described,95,Low,Frequent,0,299.3,Credit Card,No,Fraud
626,Wrong product received,45,Low,VIP,2,331.06,UPI,Yes,Fraud
627,Package was empty,204,Low,New,4,652.42,Net Banking,Yes,Fraud
628,Fake product received,53,Medium,VIP,2,252.83,UPI,No,Fraud
629,Fake product received,127,High,Returning,9,125.79,Cash on Delivery,Yes,Fraud
630,Package was empty,167,Medium,Frequent,4,1055.53,Cash on Delivery,No,Legitimate
631,Package was empty,274,High,VIP,7,1617.88,Cash on Delivery,Yes,Fraud
632,Changed my mind,20,Low,New,7,1254.67,Credit Card,Yes,Fraud
633,Color mismatch,43,Medium,Frequent,8,1614.03,Debit Card,Yes,Legitimate
634,Size does not fit,150,Low,Frequent,4,1018.31,UPI,Yes,Legitimate
635,Defective after one use,194,Medium,New,2,396.09,UPI,No,Fraud
636,Item arrived damaged,89,Medium,Returning,10,926.63,Cash on Delivery,No,Fraud
637,Color mismatch,48,High,Frequent,9,1452.68,UPI,Yes,Legitimate
638,Package was empty,189,Medium,New,2,568.12,Credit Card,No,Fraud
639,Fake product received,104,High,VIP,2,1194.43,UPI,No,Legitimate
640,Size does not fit,231,Low,VIP,3,749.45,UPI,Yes,Fraud
641,Product not as described,77,Medium,New,3,1827.57,Net Banking,Yes,Fraud
642,Fake product received,98,Low,Frequent,7,1467.56,Cash on Delivery,No,Fraud
643,Product not as described,70,High,Returning,3,1451.9,Net Banking,No,Legitimate
644,Item arrived damaged,179,Low,New,5,939.08,Credit Card,Yes,Fraud
645,Item arrived damaged,179,High,Returning,5,409.11,UPI,No,Fraud
646,Missing parts,80,Medium,Returning,2,554.54,Credit Card,Yes,Legitimate
647,Fake product received,199,High,Frequent,4,291.7,UPI,Yes,Legitimate
648,Wrong product received,179,High,Frequent,8,892.86,Debit Card,Yes,Fraud
649,Item arrived damaged,74,Medium,New,1,858.67,Debit Card,No,Fraud
650,Size does not fit,190,Low,New,7,1139.9,Credit Card,No,Legitimate
651,Missing parts,178,High,VIP,7,471.07,Debit Card,Yes,Fraud
652,Defective after one use,220,Low,Frequent,5,912.03,Credit Card,Yes,Fraud
653,Wrong product received,199,Medium,VIP,2,571.69,UPI,Yes,Legitimate
654,Color mismatch,74,Medium,New,4,1070.16,Net Banking,No,Legitimate
655,Package was empty,144,High,Returning,7,773.79,UPI,Yes,Fraud
656,Color mismatch,195,High,Returning,2,1328.6,Credit Card,No,Legitimate
657,Package was empty,257,Medium,New,7,360.59,Net Banking,Yes,Legitimate
658,Package was empty,214,Medium,VIP,10,1323.73,Credit Card,Yes,Legitimate
659,Package was empty,20,Low,Returning,7,1067.2,Net Banking,No,Legitimate
660,Changed my mind,182,Medium,Frequent,6,1438.4,UPI,Yes,Legitimate
661,Package was empty,281,Medium,Returning,4,134.2,Cash on Delivery,Yes,Legitimate
662,Fake product received,203,Low,Frequent,0,478.13,Cash on Delivery,No,Fraud
663,Color mismatch,227,Medium,VIP,8,430.32,Debit Card,No,Legitimate
664,Changed my mind,216,Medium,VIP,2,584.06,Debit Card,Yes,Legitimate
665,Wrong product received,28,Low,VIP,10,879.1,Debit Card,Yes,Legitimate
666,Color mismatch,253,High,VIP,9,367.8,Cash on Delivery,No,Fraud
667,Color mismatch,201,Low,Returning,6,1213.1,Cash on Delivery,No,Legitimate
668,Fake product received,157,Medium,Frequent,0,1956.68,Cash on Delivery,No,Fraud
669,Wrong product received,266,High,New,2,1463.07,Cash on Delivery,No,Fraud
670,Fake product received,60,High,New,3,950.18,Credit Card,No,Legitimate
671,Defective after one use,293,Low,VIP,7,1030.2,Net Banking,No,Fraud
672,Defective after one use,170,Medium,Returning,0,1393.15,Cash on Delivery,No,Fraud
673,Item arrived damaged,262,High,Returning,9,112.72,UPI,Yes,Fraud
674,Missing parts,62,Low,New,4,511.58,Cash on Delivery,No,Fraud
675,Size does not fit,27,High,New,9,357.48,Cash on Delivery,Yes,Fraud
676,Defective after one use,109,Medium,Returning,7,369.81,Cash on Delivery,Yes,Fraud
677,Wrong product received,94,High,Returning,7,1507.99,Net Banking,No,Legitimate
678,Missing parts,105,Low,Frequent,0,1288.1,Credit Card,Yes,Legitimate
679,Missing parts,224,Medium,Frequent,7,1494.84,Cash on Delivery,Yes,Fraud
680,Color mismatch,262,Medium,Returning,8,1741.85,Credit Card,No,Fraud
681,Color mismatch,181,High,New,1,1836.25,UPI,No,Fraud
682,Defective after one use,158,Medium,New,4,1312.14,Net Banking,No,Legitimate
683,Package was empty,119,High,Frequent,10,1383.65,Debit Card,No,Legitimate
684,Item arrived damaged,54,Low,VIP,1,1055.28,Net Banking,No,Legitimate
685,Size does not fit,148,Low,New,0,1242.6,Credit Card,Yes,Legitimate
686,Wrong product received,64,High,Returning,6,1316.23,Cash on Delivery,Yes,Legitimate
687,Product not as described,149,Medium,VIP,10,1873.0,Net Banking,No,Fraud
688,Defective after one use,151,Low,New,4,1556.44,Net Banking,No,Fraud
689,Item arrived damaged,152,Medium,Returning,7,148.1,Debit Card,No,Legitimate
690,Missing parts,75,Low,VIP,3,1231.79,Credit Card,No,Fraud
691,Wrong product received,37,Low,New,9,1457.81,Net Banking,Yes,Fraud
692,Product not as described,20,Low,VIP,4,311.7,UPI,No,Legitimate
693,Fake product received,271,Medium,VIP,6,1689.66,Credit Card,Yes,Legitimate
694,Color mismatch,266,Low,Frequent,5,1366.85,Net Banking,Yes,Legitimate
695,Defective after one use,293,Medium,New,7,1523.3,UPI,Yes,Legitimate
696,Fake product received,40,Medium,Returning,4,1394.81,Credit Card,No,Fraud
697,Wrong product received,244,High,Returning,2,81.04,Credit Card,Yes,Fraud
698,Color mismatch,52,High,Frequent,7,1072.54,Net Banking,Yes,Legitimate
699,Defective after one use,48,Medium,New,6,245.19,Cash on Delivery,No,Legitimate
700,Package was empty,139,Low,New,2,982.9,Credit Card,No,Legitimate
701,Changed my mind,86,Low,Returning,10,109.42,UPI,Yes,Fraud
702,Package was empty,107,High,New,1,237.22,Cash on Delivery,Yes,Legitimate
703,Changed my mind,238,Medium,VIP,5,250.4,Cash on Delivery,Yes,Fraud
704,Changed my mind,43,High,Returning,5,135.81,UPI,Yes,Fraud
705,Product not as described,209,High,Returning,7,494.85,Cash on Delivery,Yes,Legitimate
706,Wrong product received,212,Low,New,7,170.64,Credit Card,Yes,Legitimate
707,Package was empty,165,Medium,VIP,2,420.26,UPI,No,Fraud
708,Changed my mind,109,High,New,9,368.2,Net Banking,Yes,Fraud
709,Defective after one use,234,Low,Returning,3,243.84,Cash on Delivery,Yes,Fraud
710,Fake product received,279,Low,VIP,10,1322.06,UPI,Yes,Legitimate
711,Wrong product received,96,High,VIP,7,360.88,Credit Card,Yes,Fraud
712,Size does not fit,127,Medium,Frequent,5,1237.47,Net Banking,Yes,Legitimate
713,Item arrived damaged,295,Low,Returning,0,975.27,Credit Card,Yes,Legitimate
714,Missing parts,186,Medium,Returning,10,1797.76,Debit Card,Yes,Fraud
