Claim_ID,Return_Description,Text_Length,Urgency_Level,Customer_Type,Previous_Return_Count,Claim_Amount,Payment_Method,Image_Provided,Fraud_Label,Return_Description_Clean,Description_Length,Description_Word_Count,Fraud_Keyword_Count,Urgency_Score
257,Fake product received,231,Medium,Returning,6,493.29,Debit Card,No,Legitimate,Fake product received,21,3,1,2
258,Missing parts,209,Low,Returning,0,544.24,Cash on Delivery,Yes,Legitimate,Missing parts,13,2,0,1
259,Changed my mind,131,Medium,Returning,5,613.34,Credit Card,Yes,Legitimate,Changed my mind,15,3,0,2
260,Wrong product received,265,Low,Returning,6,1831.1,Cash on Delivery,No,Fraud,Wrong product received,22,3,0,1
261,Color mismatch,258,High,Frequent,4,530.51,Cash on Delivery,No,Fraud,Color mismatch,14,2,0,3
262,Wrong product received,260,Medium,Returning,5,632.71,Credit Card,Yes,Legitimate,Wrong product received,22,3,0,2
263,Item arrived damaged,153,High,VIP,4,313.3,UPI,Yes,Fraud,Item arrived damaged,20,3,0,3
264,Package was empty,145,Medium,Frequent,4,1529.09,Net Banking,No,Fraud,Package was empty,17,3,0,2
265,Product not as described,200,Low,Returning,8,981.75,Cash on Delivery,Yes,Legitimate,Product not as described,24,4,0,1
266,Wrong product received,44,Low,VIP,2,1686.66,Debit Card,Yes,Legitimate,Wrong product received,22,3,0,1
267,Item arrived damaged,131,High,VIP,5,130.3,Cash on Delivery,No,Fraud,Item arrived damaged,20,3,0,3
268,Item arrived damaged,23,High,VIP,0,43.29,UPI,No,Legitimate,Item arrived damaged,20,3,0,3
269,Fake product received,240,Low,New,1,1053.53,Debit Card,Yes,Fraud,Fake product received,21,3,1,1
270,Defective after one use,156,Medium,New,5,1919.0,Net Banking,Yes,Legitimate,Defective after one use,23,4,0,2
271,Size does not fit,61,High,New,1,816.5,Net Banking,No,Legitimate,Size does not fit,17,4,0,3
272,Item arrived damaged,107,Low,VIP,6,1293.37,UPI,Yes,Legitimate,Item arrived damaged,20,3,0,1
273,Changed my mind,128,High,VIP,4,102.66,Credit Card,No,Legitimate,Changed my mind,15,3,0,3
274,Product not as described,181,Low,Returning,9,296.94,Net Banking,Yes,Fraud,Product not as described,24,4,0,1
275,Product not as described,143,High,VIP,10,1794.09,UPI,No,Legitimate,Product not as described,24,4,0,3
276,Wrong product received,276,High,Frequent,0,204.39,Debit Card,Yes,Fraud,Wrong product received,22,3,0,3
277,Package was empty,223,Medium,New,10,553.92,Net Banking,No,Legitimate,Package was empty,17,3,0,2
278,Defective after one use,212,Medium,Returning,10,1175.89,Net Banking,Yes,Fraud,Defective after one use,23,4,0,2
279,Changed my mind,57,Low,Frequent,2,766.2,Debit Card,No,Fraud,Changed my mind,15,3,0,1
280,Defective after one use,74,Low,New,4,895.02,UPI,Yes,Legitimate,Defective after one use,23,4,0,1
281,Wrong product received,115,Medium,VIP,8,1113.93,Net Banking,Yes,Legitimate,Wrong product received,22,3,0,2
282,Wrong product received,201,High,New,9,1200.11,UPI,No,Legitimate,Wrong product received,22,3,0,3
283,Size does not fit,231,Medium,New,8,1811.36,Debit Card,Yes,Fraud,Size does not fit,17,4,0,2
284,Product not as described,91,Medium,Frequent,4,991.32,Credit Card,Yes,Fraud,Product not as described,24,4,0,2
285,Size does not fit,235,Medium,VIP,1,728.64,Debit Card,No,Legitimate,Size does not fit,17,4,0,2
286,Missing parts,74,Low,Frequent,0,1898.16,UPI,No,Fraud,Missing parts,13,2,0,1
287,Missing parts,191,Medium,Returning,4,648.12,Debit Card,No,Fraud,Missing parts,13,2,0,2
288,Product not as described,223,Medium,Frequent,10,987.1,Cash on Delivery,Yes,Fraud,Product not as described,24,4,0,2
289,Color mismatch,163,Medium,Frequent,1,1864.81,Debit Card,Yes,Legitimate,Color mismatch,14,2,0,2
290,Missing parts,127,Medium,Frequent,1,1639.74,Net Banking,No,Legitimate,Missing parts,13,2,0,2
291,Size does not fit,143,Medium,Returning,6,1580.26,Credit Card,No,Fraud,Size does not fit,17,4,0,2
292,Package was empty,225,High,VIP,8,83.16,UPI,Yes,Legitimate,Package was empty,17,3,0,3
293,Changed my mind,201,Low,New,9,1967.38,Net Banking,No,Fraud,Changed my mind,15,3,0,1
294,Wrong product received,25,Low,Frequent,3,1026.25,Cash on Delivery,Yes,Fraud,Wrong product received,22,3,0,1
295,Defective after one use,220,Medium,Returning,5,1995.43,Net Banking,Yes,Fraud,Defective after one use,23,4,0,2
296,Color mismatch,63,Low,Returning,5,630.66,Net Banking,Yes,Fraud,Color mismatch,14,2,0,1
297,Defective after one use,263,Low,VIP,7,644.63,UPI,Yes,Legitimate,Defective after one use,23,4,0,1
298,Item arrived damaged,195,High,New,10,1602.1,Debit Card,Yes,Legitimate,Item arrived damaged,20,3,0,3
299,Defective after one use,238,Medium,Returning,6,1263.22,Debit Card,No,Fraud,Defective after one use,23,4,0,2
300,Item arrived damaged,121,Medium,VIP,6,18.86,Debit Card,Yes,Fraud,Item arrived damaged,20,3,0,2
301,Wrong product received,72,High,Returning,5,658.71,Net Banking,Yes,Fraud,Wrong product received,22,3,0,3
302,Missing parts,290,High,Frequent,9,783.39,Net Banking,Yes,Fraud,Missing parts,13,2,0,3
303,Defective after one use,254,High,Returning,10,1414.92,UPI,Yes,Legitimate,Defective after one use,23,4,0,3
304,Defective after one use,80,Low,Frequent,1,374.26,Debit Card,No,Fraud,Defective after one use,23,4,0,1
305,Package was empty,90,High,VIP,6,379.65,Cash on Delivery,Yes,Legitimate,Package was empty,17,3,0,3
306,Missing parts,167,Low,Returning,5,1685.55,Cash on Delivery,Yes,Fraud,Missing parts,13,2,0,1
307,Item arrived damaged,268,Low,Returning,6,1928.02,Cash on Delivery,No,Fraud,Item arrived damaged,20,3,0,1
308,Missing parts,232,High,VIP,7,342.83,Cash on Delivery,Yes,Legitimate,Missing parts,13,2,0,3
309,Size does not fit,36,Medium,Returning,8,584.45,Net Banking,No,Legitimate,Size does not fit,17,4,0,2
310,Package was empty,78,Medium,Frequent,8,1647.0,Credit Card,No,Legitimate,Package was empty,17,3,0,2
311,Color mismatch,72,High,Returning,4,1750.87,Credit Card,No,Fraud,Color mismatch,14,2,0,3
312,Defective after one use,64,Medium,New,3,427.66,Cash on Delivery,No,Fraud,Defective after one use,23,4,0,2
313,Product not as described,91,Low,Returning,0,1144.45,Cash on Delivery,No,Legitimate,Product not as described,24,4,0,1
314,Defective after one use,169,Medium,Frequent,8,1971.12,Credit Card,Yes,Fraud,Defective after one use,23,4,0,2
315,Item arrived damaged,161,High,Returning,2,506.86,UPI,Yes,Fraud,Item arrived damaged,20,3,0,3
316,Missing parts,92,High,Frequent,10,834.31,Net Banking,Yes,Legitimate,Missing parts,13,2,0,3
317,Color mismatch,283,High,Frequent,5,914.84,Net Banking,No,Legitimate,Color mismatch,14,2,0,3
318,Wrong product received,254,High,Frequent,1,1593.4,Net Banking,Yes,Fraud,Wrong product received,22,3,0,3
319,Changed my mind,273,Medium,Frequent,4,682.13,Cash on Delivery,Yes,Fraud,Changed my mind,15,3,0,2
320,Defective after one use,44,Low,New,10,1569.94,Net Banking,Yes,Legitimate,Defective after one use,23,4,0,1
321,Product not as described,245,Medium,New,6,412.61,Debit Card,No,Legitimate,Product not as described,24,4,0,2
322,Size does not fit,67,High,Frequent,4,174.02,Debit Card,Yes,Fraud,Size does not fit,17,4,0,3
323,Size does not fit,139,Medium,New,1,12.16,Net Banking,Yes,Legitimate,Size does not fit,17,4,0,2
324,Package was empty,135,High,VIP,0,26.04,UPI,Yes,Fraud,Package was empty,17,3,0,3
325,Product not as described,264,Low,Returning,6,187.77,Credit Card,Yes,Fraud,Product not as described,24,4,0,1
326,Defective after one use,173,Low,VIP,2,1286.74,Debit Card,Yes,Legitimate,Defective after one use,23,4,0,1
327,Package was empty,104,Medium,Frequent,3,1259.88,Debit Card,No,Fraud,Package was empty,17,3,0,2
328,Changed my mind,64,Low,Returning,1,1183.25,Net Banking,No,Fraud,Changed my mind,15,3,0,1
329,Defective after one use,91,Low,Frequent,10,177.65,Cash on Delivery,No,Legitimate,Defective after one use,23,4,0,1
330,Size does not fit,125,High,Returning,6,598.13,Credit Card,Yes,Fraud,Size does not fit,17,4,0,3
331,Color mismatch,77,Low,VIP,10,1191.92,Cash on Delivery,Yes,Fraud,Color mismatch,14,2,0,1
332,Defective after one use,87,Medium,VIP,5,1097.25,Debit Card,No,Legitimate,Defective after one use,23,4,0,2
333,Item arrived damaged,54,Low,Frequent,3,89.26,Credit Card,No,Fraud,Item arrived damaged,20,3,0,1
334,Fake product received,232,Medium,VIP,1,1284.67,Cash on Delivery,Yes,Fraud,Fake product received,21,3,1,2
335,Wrong product received,178,Low,Returning,2,1077.42,Net Banking,Yes,Fraud,Wrong product received,22,3,0,1
336,Color mismatch,142,Low,Returning,1,1850.01,Credit Card,No,Legitimate,Color mismatch,14,2,0,1
337,Size does not fit,109,Low,New,2,1405.98,Debit Card,No,Fraud,Size does not fit,17,4,0,1
338,Fake product received,284,High,Frequent,2,750.02,UPI,Yes,Legitimate,Fake product received,21,3,1,3
339,Defective after one use,239,Medium,New,4,1427.52,Cash on Delivery,Yes,Fraud,Defective after one use,23,4,0,2
340,Missing parts,281,Medium,New,7,1720.13,Debit Card,No,Legitimate,Missing parts,13,2,0,2
341,Size does not fit,72,High,New,3,1484.15,Credit Card,Yes,Legitimate,Size does not fit,17,4,0,3
342,Changed my mind,43,Medium,Frequent,6,1841.25,Debit Card,Yes,Fraud,Changed my mind,15,3,0,2
343,Changed my mind,184,Low,VIP,5,549.8,Credit Card,No,Legitimate,Changed my mind,15,3,0,1
344,Fake product received,46,Low,Returning,8,1963.01,Net Banking,Yes,Fraud,Fake product received,21,3,1,1
345,Size does not fit,179,Medium,New,8,918.92,UPI,Yes,Fraud,Size does not fit,17,4,0,2
346,Package was empty,175,High,Returning,7,742.86,Net Banking,Yes,Legitimate,Package was empty,17,3,0,3
347,Product not as described,23,Medium,New,3,1087.67,Credit Card,No,Legitimate,Product not as described,24,4,0,2
348,Color mismatch,177,Low,Returning,8,1966.4,Net Banking,No,Legitimate,Color mismatch,14,2,0,1
349,Product not as described,163,Low,New,3,1795.6,Cash on Delivery,No,Fraud,Product not as described,24,4,0,1
350,Missing parts,63,High,New,8,275.69,Net Banking,Yes,Legitimate,Missing parts,13,2,0,3
351,Color mismatch,86,Low,Frequent,4,1703.32,Net Banking,No,Fraud,Color mismatch,14,2,0,1
352,Missing parts,159,Low,New,3,280.86,Cash on Delivery,Yes,Legitimate,Missing parts,13,2,0,1
353,Wrong product received,104,Medium,VIP,5,818.96,Cash on Delivery,No,Legitimate,Wrong product received,22,3,0,2
354,Missing parts,177,Medium,Frequent,1,189.94,UPI,Yes,Legitimate,Missing parts,13,2,0,2
355,Defective after one use,95,Low,Returning,5,798.53,Credit Card,No,Fraud,Defective after one use,23,4,0,1
356,Product not as described,35,Medium,VIP,8,1498.68,Debit Card,Yes,Fraud,Product not as described,24,4,0,2
357,Wrong product received,91,Low,New,0,1662.44,Debit Card,Yes,Legitimate,Wrong product received,22,3,0,1
358,Color mismatch,210,High,New,9,1176.38,Credit Card,Yes,Legitimate,Color mismatch,14,2,0,3
359,Changed my mind,247,Low,New,5,253.83,Net Banking,Yes,Legitimate,Changed my mind,15,3,0,1
360,Package was empty,241,High,VIP,7,68.67,Net Banking,Yes,Fraud,Package was empty,17,3,0,3
361,Changed my mind,115,Medium,Frequent,7,1768.01,Credit Card,Yes,Fraud,Changed my mind,15,3,0,2
362,Missing parts,230,High,VIP,0,184.57,Net Banking,Yes,Fraud,Missing parts,13,2,0,3
363,Changed my mind,289,Low,New,6,1566.01,UPI,No,Fraud,Changed my mind,15,3,0,1
364,Defective after one use,277,Medium,VIP,4,367.83,UPI,Yes,Legitimate,Defective after one use,23,4,0,2
365,Size does not fit,49,Medium,Frequent,9,1999.22,Debit Card,Yes,Legitimate,Size does not fit,17,4,0,2
366,Changed my mind,156,High,New,3,1155.63,Net Banking,No,Legitimate,Changed my mind,15,3,0,3
367,Product not as described,141,High,Frequent,5,1828.82,Credit Card,No,Legitimate,Product not as described,24,4,0,3
368,Package was empty,116,Medium,Frequent,2,985.97,Credit Card,Yes,Legitimate,Package was empty,17,3,0,2
369,Package was empty,132,Low,VIP,0,670.15,Cash on Delivery,Yes,Legitimate,Package was empty,17,3,0,1
370,Defective after one use,110,Medium,New,0,303.95,Debit Card,Yes,Fraud,Defective after one use,23,4,0,2
371,Wrong product received,211,High,VIP,9,211.05,UPI,No,Legitimate,Wrong product received,22,3,0,3
372,Product not as described,243,High,VIP,10,641.39,Cash on Delivery,No,Legitimate,Product not as described,24,4,0,3
373,Package was empty,109,Medium,Frequent,4,263.42,Credit Card,No,Legitimate,Package was empty,17,3,0,2
374,Product not as described,182,High,Returning,10,1135.44,Net Banking,Yes,Fraud,Product not as described,24,4,0,3
375,Wrong product received,141,Medium,Frequent,2,1276.01,Credit Card,No,Fraud,Wrong product received,22,3,0,2
376,Item arrived damaged,155,Low,Returning,1,707.46,Credit Card,Yes,Legitimate,Item arrived damaged,20,3,0,1
377,Color mismatch,244,High,VIP,2,1770.26,Net Banking,No,Fraud,Color mismatch,14,2,0,3
378,Fake product received,212,Low,VIP,9,1305.43,Debit Card,Yes,Fraud,Fake product received,21,3,1,1
379,Wrong product received,37,Medium,New,5,529.64,Credit Card,Yes,Fraud,Wrong product received,22,3,0,2
380,Product not as described,212,Low,New,8,1884.25,Credit Card,No,Fraud,Product not as described,24,4,0,1
381,Item arrived damaged,240,High,Returning,9,1780.61,Debit Card,Yes,Legitimate,Item arrived damaged,20,3,0,3
382,Defective after one use,125,Low,VIP,8,1446.86,Cash on Delivery,No,Fraud,Defective after one use,23,4,0,1
383,Size does not fit,141,Low,New,6,1147.82,Net Banking,Yes,Legitimate,Size does not fit,17,4,0,1
384,Defective after one use,21,Medium,New,4,1649.56,Cash on Delivery,No,Legitimate,Defective after one use,23,4,0,2
385,Wrong product received,33,Low,Returning,10,590.7,Credit Card,No,Legitimate,Wrong product received,22,3,0,1
386,Size does not fit,223,Medium,VIP,10,537.36,Cash on Delivery,No,Legitimate,Size does not fit,17,4,0,2
387,Defective after one use,215,Medium,Returning,7,98.79,Net Banking,No,Fraud,Defective after one use,23,4,0,2
388,Changed my mind,157,High,New,2,1506.95,Credit Card,Yes,Fraud,Changed my mind,15,3,0,3
389,Fake product received,231,High,Returning,8,131.36,Net Banking,No,Fraud,Fake product received,21,3,1,3
390,Package was empty,140,Medium,Frequent,1,795.66,Credit Card,Yes,Legitimate,Package was empty,17,3,0,2
391,Missing parts,108,Low,Returning,3,261.11,Net Banking,Yes,Fraud,Missing parts,13,2,0,1
392,Changed my mind,95,High,Frequent,5,1822.5,Credit Card,Yes,Fraud,Changed my mind,15,3,0,3
393,Fake product received,223,High,Frequent,4,1044.18,Credit Card,No,Legitimate,Fake product received,21,3,1,3
394,Color mismatch,96,Low,New,1,1129.74,Credit Card,No,Fraud,Color mismatch,14,2,0,1
395,Color mismatch,155,Medium,VIP,9,1221.83,Credit Card,Yes,Fraud,Color mismatch,14,2,0,2
396,Color mismatch,93,High,VIP,0,797.63,UPI,Yes,Legitimate,Color mismatch,14,2,0,3
397,Missing parts,157,Medium,New,5,1636.6,UPI,No,Fraud,Missing parts,13,2,0,2
398,Missing parts,70,Low,Returning,4,1948.7,Net Banking,No,Fraud,Missing parts,13,2,0,1
399,Color mismatch,65,Low,VIP,3,1827.73,Net Banking,No,Fraud,Color mismatch,14,2,0,1
400,Item arrived damaged,283,Low,New,4,1422.04,Net Banking,Yes,Legitimate,Item arrived damaged,20,3,0,1
401,Product not as described,118,Low,New,3,75.81,Credit Card,No,Legitimate,Product not as described,24,4,0,1
402,Size does not fit,208,Medium,VIP,10,1846.92,Credit Card,Yes,Fraud,Size does not fit,17,4,0,2
403,Missing parts,248,Low,VIP,9,1107.15,UPI,Yes,Fraud,Missing parts,13,2,0,1
404,Wrong product received,165,Low,VIP,0,334.19,Cash on Delivery,Yes,Legitimate,Wrong product received,22,3,0,1
405,Changed my mind,125,Medium,VIP,8,49.9,Credit Card,No,Legitimate,Changed my mind,15,3,0,2
406,Product not as described,24,Low,Frequent,9,1612.12,UPI,No,Fraud,Product not as described,24,4,0,1
407,Color mismatch,198,Medium,Frequent,3,938.73,Cash on Delivery,No,Legitimate,Color mismatch,14,2,0,2
408,Item arrived damaged,281,High,Frequent,8,1298.21,Cash on Delivery,No,Fraud,Item arrived damaged,20,3,0,3
409,Wrong product received,266,Low,Frequent,4,1284.78,UPI,No,Fraud,Wrong product received,22,3,0,1
410,Changed my mind,96,High,Returning,0,1612.81,Cash on Delivery,No,Fraud,Changed my mind,15,3,0,3
411,Product not as described,33,High,VIP,4,526.26,Net Banking,No,Fraud,Product not as described,24,4,0,3
412,Item arrived damaged,117,Medium,Returning,10,1073.92,Net Banking,No,Fraud,Item arrived damaged,20,3,0,2
413,Product not as described,112,Medium,New,7,264.61,UPI,Yes,Fraud,Product not as described,24,4,0,2
414,Wrong product received,133,Medium,Returning,4,846.74,UPI,No,Fraud,Wrong product received,22,3,0,2
415,Package was empty,170,Medium,New,7,116.82,Cash on Delivery,Yes,Fraud,Package was empty,17,3,0,2
416,Changed my mind,276,Low,VIP,8,603.73,Credit Card,Yes,Legitimate,Changed my mind,15,3,0,1
417,Changed my mind,195,Medium,VIP,2,639.6,Debit Card,Yes,Fraud,Changed my mind,15,3,0,2
418,Defective after one use,110,Medium,New,0,909.59,Debit Card,Yes,Legitimate,Defective after one use,23,4,0,2
419,Missing parts,65,Low,VIP,10,864.53,Net Banking,No,Fraud,Missing parts,13,2,0,1
420,Item arrived damaged,39,High,Returning,5,1900.64,UPI,Yes,Legitimate,Item arrived damaged,20,3,0,3
421,Item arrived damaged,147,Low,Frequent,4,266.57,Net Banking,No,Legitimate,Item arrived damaged,20,3,0,1
422,Wrong product received,43,Medium,Frequent,7,1458.39,Cash on Delivery,No,Fraud,Wrong product received,22,3,0,2
423,Product not as described,195,Medium,Frequent,3,338.12,Net Banking,Yes,Legitimate,Product not as described,24,4,0,2
424,Changed my mind,87,Low,New,9,1014.22,Credit Card,No,Legitimate,Changed my mind,15,3,0,1
425,Color mismatch,150,High,New,9,1989.41,Credit Card,Yes,Legitimate,Color mismatch,14,2,0,3
426,Wrong product received,233,Medium,VIP,1,1099.09,Net Banking,Yes,Legitimate,Wrong product received,22,3,0,2
427,Item arrived damaged,174,Medium,New,10,1045.42,Cash on Delivery,Yes,Fraud,Item arrived damaged,20,3,0,2
428,Wrong product received,281,High,New,4,236.88,Credit Card,No,Legitimate,Wrong product received,22,3,0,3
429,Package was empty,122,Medium,Returning,5,1409.84,UPI,Yes,Legitimate,Package was empty,17,3,0,2
430,Fake product received,274,Low,VIP,5,476.67,Credit Card,Yes,Legitimate,Fake product received,21,3,1,1
431,Package was empty,272,Low,New,8,159.35,Credit Card,No,Legitimate,Package was empty,17,3,0,1
432,Missing parts,171,Medium,VIP,0,208.62,Debit Card,Yes,Fraud,Missing parts,13,2,0,2
433,Defective after one use,180,Medium,New,1,1703.98,Credit Card,Yes,Legitimate,Defective after one use,23,4,0,2
434,Product not as described,188,Medium,VIP,9,543.94,Credit Card,No,Fraud,Product not as described,24,4,0,2
435,Product not as described,78,Medium,VIP,7,550.95,Net Banking,No,Fraud,Product not as described,24,4,0,2
436,Product not as described,77,Low,New,2,216.39,Cash on Delivery,No,Fraud,Product not as described,24,4,0,1
437,Product not as described,214,Medium,New,10,1761.1,Debit Card,No,Fraud,Product not as described,24,4,0,2
438,Wrong product received,230,Medium,New,1,530.61,UPI,Yes,Legitimate,Wrong product received,22,3,0,2
439,Defective after one use,285,High,New,6,1326.81,Debit Card,No,Fraud,Defective after one use,23,4,0,3
440,Color mismatch,96,High,New,0,1290.36,Debit Card,No,Fraud,Color mismatch,14,2,0,3
441,Product not as described,58,Medium,Frequent,3,668.48,UPI,Yes,Legitimate,Product not as described,24,4,0,2
442,Fake product received,213,Medium,Returning,1,923.6,Cash on Delivery,No,Legitimate,Fake product received,21,3,1,2
443,Missing parts,248,Medium,New,7,1493.03,Credit Card,Yes,Fraud,Missing parts,13,2,0,2
444,Color mismatch,38,High,New,1,1585.65,Cash on Delivery,No,Legitimate,Color mismatch,14,2,0,3
445,Missing parts,194,Medium,New,3,1690.19,UPI,No,Fraud,Missing parts,13,2,0,2
446,Missing parts,78,Low,Returning,0,689.3,UPI,No,Legitimate,Missing parts,13,2,0,1
447,Item arrived damaged,104,Medium,Returning,6,222.85,Cash on Delivery,Yes,Legitimate,Item arrived damaged,20,3,0,2
448,Wrong product received,221,Low,VIP,3,1436.41,Credit Card,No,Legitimate,Wrong product received,22,3,0,1
449,Package was empty,83,Medium,VIP,10,1182.74,Cash on Delivery,Yes,Fraud,Package was empty,17,3,0,2
450,Item arrived damaged,291,High,New,8,1871.26,Cash on Delivery,No,Legitimate,Item arrived damaged,20,3,0,3
451,Package was empty,108,High,Returning,1,780.94,Cash on Delivery,No,Fraud,Package was empty,17,3,0,3
452,Color mismatch,147,Medium,VIP,5,1941.28,Net Banking,Yes,Legitimate,Color mismatch,14,2,0,2
453,Color mismatch,282,Medium,Frequent,8,1268.84,Debit Card,Yes,Fraud,Color mismatch,14,2,0,2
454,Defective after one use,87,High,Returning,8,1089.56,UPI,Yes,Fraud,Defective after one use,23,4,0,3
455,Fake product received,265,High,VIP,10,1498.26,Cash on Delivery,No,Fraud,Fake product received,21,3,1,3
456,Item arrived damaged,287,Low,New,6,299.2,Credit Card,Yes,Fraud,Item arrived damaged,20,3,0,1
457,Product not as described,166,High,Frequent,2,1680.37,UPI,Yes,Legitimate,Product not as described,24,4,0,3
458,Defective after one use,251,Low,Returning,10,1126.93,Debit Card,No,Legitimate,Defective after one use,23,4,0,1
459,Color mismatch,218,Medium,Frequent,8,117.07,UPI,Yes,Fraud,Color mismatch,14,2,0,2
460,Changed my mind,208,High,Returning,3,595.41,Debit Card,Yes,Legitimate,Changed my mind,15,3,0,3
461,Product not as described,283,Low,VIP,0,862.73,Cash on Delivery,No,Legitimate,Product not as described,24,4,0,1
462,Product not as described,150,Low,Frequent,7,1422.28,Debit Card,Yes,Legitimate,Product not as described,24,4,0,1
463,Defective after one use,46,High,Frequent,7,1581.92,Cash on Delivery,No,Legitimate,Defective after one use,23,4,0,3
464,Defective after one use,289,Low,Returning,8,145.67,Cash on Delivery,Yes,Fraud,Defective after one use,23,4,0,1
465,Fake product received,294,Medium,New,5,450.18,Debit Card,No,Fraud,Fake product received,21,3,1,2
466,Defective after one use,170,Low,VIP,8,1649.14,Credit Card,Yes,Fraud,Defective after one use,23,4,0,1
467,Missing parts,143,High,Returning,0,1368.28,UPI,No,Legitimate,Missing parts,13,2,0,3
468,Color mismatch,151,High,Frequent,0,1823.56,UPI,No,Fraud,Color mismatch,14,2,0,3
469,Item arrived damaged,171,High,Returning,5,1032.65,Credit Card,Yes,Legitimate,Item arrived damaged,20,3,0,3
470,Wrong product received,127,High,Returning,10,854.18,Credit Card,Yes,Fraud,Wrong product received,22,3,0,3
471,Wrong product received,98,Low,VIP,5,85.39,Credit Card,Yes,Legitimate,Wrong product received,22,3,0,1
472,Size does not fit,56,High,Returning,4,821.19,Net Banking,No,Fraud,Size does not fit,17,4,0,3
473,Defective after one use,28,Medium,New,8,21.74,Cash on Delivery,Yes,Legitimate,Defective after one use,23,4,0,2
474,Wrong product received,203,High,New,4,1575.91,UPI,Yes,Fraud,Wrong product received,22,3,0,3
475,Missing parts,215,Medium,New,7,321.08,Debit Card,Yes,Fraud,Missing parts,13,2,0,2
476,Fake product received,171,High,Returning,4,1357.81,UPI,Yes,Legitimate,Fake product received,21,3,1,3
477,Wrong product received,41,Low,VIP,8,1099.58,Credit Card,No,Legitimate,Wrong product received,22,3,0,1
478,Defective after one use,128,Medium,Returning,2,376.15,Cash on Delivery,No,Legitimate,Defective after one use,23,4,0,2
479,Wrong product received,112,High,New,8,927.92,Cash on Delivery,Yes,Fraud,Wrong product received,22,3,0,3
480,Wrong product received,148,Low,Returning,9,979.51,UPI,No,Legitimate,Wrong product received,22,3,0,1
481,Changed my mind,71,Medium,New,3,642.39,Net Banking,No,Fraud,Changed my mind,15,3,0,2
482,Package was empty,98,High,Frequent,5,1917.73,Debit Card,Yes,Fraud,Package was empty,17,3,0,3
483,Changed my mind,133,High,VIP,4,1681.82,Debit Card,No,Fraud,Changed my mind,15,3,0,3
484,Missing parts,248,Medium,Frequent,7,1107.83,Debit Card,Yes,Fraud,Missing parts,13,2,0,2
485,Product not as described,295,Low,Frequent,10,162.16,Credit Card,Yes,Legitimate,Product not as described,24,4,0,1
486,Package was empty,227,High,Returning,0,1107.67,Cash on Delivery,No,Legitimate,Package was empty,17,3,0,3
487,Defective after one use,220,Low,Frequent,2,934.76,Cash on Delivery,Yes,Fraud,Defective after one use,23,4,0,1
488,Defective after one use,277,Low,Returning,9,1371.48,Cash on Delivery,Yes,Fraud,Defective after one use,23,4,0,1
489,Product not as described,111,High,Returning,7,1878.96,Credit Card,Yes,Fraud,Product not as described,24,4,0,3
490,Changed my mind,52,Medium,Frequent,3,95.19,Debit Card,No,Fraud,Changed my mind,15,3,0,2
491,Missing parts,252,Low,New,10,654.9,Cash on Delivery,No,Fraud,Missing parts,13,2,0,1
492,Package was empty,298,High,Returning,6,1310.81,UPI,Yes,Fraud,Package was empty,17,3,0,3
493,Color mismatch,134,High,VIP,5,1636.3,UPI,No,Fraud,Color mismatch,14,2,0,3
494,Package was empty,23,High,Returning,7,339.56,Credit Card,No,Legitimate,Package was empty,17,3,0,3
495,Product not as described,115,Low,Frequent,9,1437.43,Credit Card,Yes,Fraud,Product not as described,24,4,0,1
496,Defective after one use,78,Medium,VIP,7,429.3,Debit Card,No,Legitimate,Defective after one use,23,4,0,2
497,Changed my mind,42,Low,Returning,2,1262.79,Credit Card,Yes,Legitimate,Changed my mind,15,3,0,1
498,Product not as described,152,Low,VIP,9,1938.79,Credit Card,No,Legitimate,Product not as described,24,4,0,1
499,Changed my mind,249,High,VIP,7,349.43,Net Banking,Yes,Legitimate,Changed my mind,15,3,0,3
500,Package was empty,281,Medium,Returning,10,691.92,Net Banking,Yes,Legitimate,Package was empty,17,3,0,2
501,Color mismatch,217,Low,New,0,412.67,Cash on Delivery,No,Legitimate,Color mismatch,14,2,0,1
502,Package was empty,69,Low,VIP,9,1203.63,Cash on Delivery,Yes,Legitimate,Package was empty,17,3,0,1
503,Missing parts,86,High,New,10,1301.97,Cash on Delivery,No,Fraud,Missing parts,13,2,0,3
504,Item arrived damaged,291,Medium,Returning,7,1581.22,Net Banking,No,Legitimate,Item arrived damaged,20,3,0,2
505,Color mismatch,88,Medium,VIP,3,1821.07,Credit Card,No,Fraud,Color mismatch,14,2,0,2
506,Size does not fit,116,Low,New,9,1049.86,Cash on Delivery,Yes,Fraud,Size does not fit,17,4,0,1
507,Changed my mind,181,Medium,Frequent,1,318.01,Cash on Delivery,No,Fraud,Changed my mind,15,3,0,2
508,Fake product received,236,High,Frequent,9,558.37,Net Banking,Yes,Fraud,Fake product received,21,3,1,3
509,Fake product received,267,Low,Frequent,8,1114.27,UPI,No,Fraud,Fake product received,21,3,1,1
510,Color mismatch,90,High,New,3,898.72,Debit Card,Yes,Legitimate,Color mismatch,14,2,0,3
511,Fake product received,225,Medium,New,2,784.32,Credit Card,Yes,Legitimate,Fake product received,21,3,1,2
512,Missing parts,242,Low,New,4,451.32,Credit Card,Yes,Fraud,Missing parts,13,2,0,1
513,Color mismatch,286,Medium,New,2,1284.18,Net Banking,Yes,Legitimate,Color mismatch,14,2,0,2
514,Fake product received,166,Low,New,9,1025.99,Debit Card,Yes,Legitimate,Fake product received,21,3,1,1
